loyalty_number,avg_flights_per_year
882590,1.875
307740,1.2083333333333333
901987,1.6666666666666667
179075,1.7083333333333333
725120,1.9166666666666667
402638,0.9583333333333334
159531,1.7083333333333333
755374,1.625
608241,1.4166666666666667
223238,0.0
351296,1.5833333333333333
638740,0.0
788292,2.0833333333333335
551828,2.0833333333333335
168349,1.1666666666666667
745811,1.875
536021,0.14583333333333334
704968,2.125
651250,1.125
170027,1.9583333333333333
399575,1.9583333333333333
933682,0.4583333333333333
196992,1.5
359188,0.3333333333333333
348143,5.454545454545454
429244,1.5416666666666667
132319,1.4583333333333333
580628,0.0
461559,1.25
156684,1.4583333333333333
386446,0.16666666666666666
275846,3.4545454545454546
901819,1.875
642109,1.9166666666666667
377928,0.2916666666666667
530978,1.7916666666666667
427140,1.2083333333333333
624407,1.8333333333333333
357574,1.875
801542,0.0
282759,0.08333333333333333
576363,1.4583333333333333
129743,0.0
124207,0.25
857629,2.0
534505,0.0
480021,0.25
485062,0.7916666666666666
731238,1.4166666666666667
763071,1.75
511981,0.25
782393,3.6363636363636362
537405,4.363636363636363
841674,3.8181818181818183
983416,9.090909090909092
603658,1.6666666666666667
415148,1.875
588220,1.6666666666666667
880436,2.0
235092,1.8333333333333333
549598,0.7916666666666666
262099,2.1666666666666665
959027,0.0
230311,1.5833333333333333
559622,1.9166666666666667
575571,1.5416666666666667
551938,1.5416666666666667
984545,1.75
370405,0.25
100646,1.25
949612,0.041666666666666664
454543,1.125
607565,1.4166666666666667
348994,1.75
655957,1.75
523288,1.625
426536,1.4583333333333333
980837,0.8333333333333334
245289,2.3333333333333335
692096,1.7916666666666667
836523,1.7083333333333333
830818,1.0833333333333333
925353,2.0
729537,0.9166666666666666
738651,0.875
746772,1.3333333333333333
977305,1.4583333333333333
932572,1.9166666666666667
992930,1.4166666666666667
330343,1.7916666666666667
153987,0.5833333333333334
863942,0.0
198354,0.0
939399,1.0
861877,1.4583333333333333
456360,1.375
677174,1.2916666666666667
715797,0.16666666666666666
434657,1.0
967819,0.0
700958,0.0
235391,1.5416666666666667
169529,2.909090909090909
891516,0.5
670939,3.4545454545454546
831854,4.0
846796,1.8333333333333333
839362,1.7916666666666667
165484,1.7916666666666667
575844,1.3333333333333333
189817,1.7083333333333333
656993,0.08333333333333333
414239,1.2916666666666667
623478,0.7916666666666666
604332,1.4166666666666667
185774,2.0
295929,1.2916666666666667
670289,0.4166666666666667
326564,2.125
593421,2.0
107037,1.2916666666666667
663513,2.0416666666666665
260408,1.5833333333333333
463263,1.7083333333333333
529085,1.625
572263,1.6666666666666667
314317,1.5833333333333333
871124,1.125
198645,1.2083333333333333
134085,1.75
270337,2.0
856502,1.5
480864,2.0
530880,1.8333333333333333
365451,1.2916666666666667
902192,1.0
668020,1.5416666666666667
991189,0.16666666666666666
213432,1.25
312455,2.0
264632,2.5416666666666665
346554,0.0
276673,1.4166666666666667
625524,1.0833333333333333
276746,1.625
775440,2.0
625183,1.5
545144,1.0
781797,0.7083333333333334
491369,1.8333333333333333
349342,1.6666666666666667
347431,1.75
132914,1.4166666666666667
215751,0.0
586753,2.25
881818,1.3333333333333333
635531,1.5833333333333333
888404,0.25
209102,1.5833333333333333
455991,1.4583333333333333
222490,1.2083333333333333
723820,1.1666666666666667
861558,1.5
797845,1.8333333333333333
221813,3.5454545454545454
577278,0.7916666666666666
294849,0.9583333333333334
122519,3.727272727272727
355298,1.7083333333333333
287088,1.7916666666666667
590012,0.0
725962,0.4166666666666667
616722,0.8333333333333334
592213,0.0
473563,1.8181818181818181
384146,3.909090909090909
114219,1.4583333333333333
334575,1.125
983199,0.20833333333333334
911525,1.5833333333333333
280216,1.0
918756,2.125
782596,2.125
537795,2.1666666666666665
435557,1.2916666666666667
508501,1.8333333333333333
154958,0.0
334574,0.0
271365,2.125
838589,0.375
918350,0.0
569846,0.75
340782,0.9583333333333334
781570,1.4583333333333333
290994,1.5416666666666667
959044,1.3333333333333333
369658,1.7916666666666667
318561,2.0833333333333335
661487,1.4583333333333333
736518,1.5833333333333333
512869,1.7916666666666667
425294,1.8333333333333333
962730,1.2083333333333333
539760,1.6666666666666667
616611,0.0
747395,1.5416666666666667
940156,1.7916666666666667
159533,0.125
263433,1.9166666666666667
954454,0.0
952641,1.625
789826,1.875
702542,1.5833333333333333
510502,1.4583333333333333
809404,1.75
677045,1.2916666666666667
616500,1.5
265557,1.625
230908,2.0416666666666665
309639,0.6666666666666666
305807,1.5
500022,2.0833333333333335
383391,0.125
577535,1.9583333333333333
639116,0.3333333333333333
528226,1.9583333333333333
866606,1.7916666666666667
414584,2.25
692741,0.0
183052,1.5
969053,1.25
750776,0.4583333333333333
857942,1.5
748649,2.1666666666666665
112863,1.6666666666666667
844582,1.625
244132,1.7916666666666667
282678,1.4166666666666667
757010,1.25
383108,1.625
212209,1.5
389081,0.0
482169,1.25
483802,0.0
899871,1.6666666666666667
102311,2.125
659011,1.4583333333333333
414164,0.875
575342,0.9583333333333334
968666,1.25
348350,0.0
677213,1.25
902690,1.2916666666666667
923560,1.4166666666666667
216269,2.0
726688,1.375
277370,0.0
515165,1.9583333333333333
101544,1.6666666666666667
652852,1.2083333333333333
795512,1.625
952493,1.8333333333333333
471204,1.375
232203,0.5833333333333334
684022,1.5416666666666667
350675,1.4583333333333333
625557,1.6666666666666667
659400,1.7916666666666667
577156,2.3333333333333335
967966,1.5833333333333333
893266,1.625
504311,1.75
101540,1.25
327320,1.5416666666666667
895537,1.125
264701,0.7916666666666666
606811,0.0
194786,2.125
535183,0.625
608159,1.125
760196,1.625
336076,0.16666666666666666
948714,1.9166666666666667
318751,1.5
899734,0.0
295795,0.0
804259,1.5416666666666667
804557,1.375
698915,0.0
118418,7.181818181818182
384907,0.0
718655,3.3636363636363638
763248,4.181818181818182
445024,3.3636363636363638
662045,6.818181818181818
634900,2.0833333333333335
435249,1.5416666666666667
680376,0.3333333333333333
830446,1.2916666666666667
666597,1.0416666666666667
153395,2.0
482218,1.9583333333333333
286636,1.5
849425,1.7083333333333333
426429,2.0833333333333335
210734,1.625
526586,2.6666666666666665
804784,1.0
858961,1.3333333333333333
799148,0.7083333333333334
624980,1.7083333333333333
451042,0.0
431586,1.4166666666666667
891903,0.875
771713,1.25
275442,1.5416666666666667
782241,1.875
845994,0.9583333333333334
203033,2.125
422358,1.9166666666666667
230027,1.875
899009,1.8333333333333333
470469,1.5416666666666667
107993,1.3333333333333333
890595,1.75
128475,1.0833333333333333
736615,0.7083333333333334
393380,1.7916666666666667
654578,1.6666666666666667
867070,0.7916666666666666
912128,1.5833333333333333
996159,0.0
278054,0.0
861104,1.625
902562,1.6666666666666667
392989,0.3333333333333333
773390,1.5416666666666667
291595,1.0
621750,1.5
926531,0.0
197578,1.25
796943,0.0
257393,0.0
528985,2.0833333333333335
577232,0.0
399514,0.5416666666666666
181770,0.0
815841,4.909090909090909
844834,3.6363636363636362
439013,6.181818181818182
921746,0.0
562661,5.818181818181818
543449,0.375
798433,2.3333333333333335
161769,2.125
794552,1.0
385912,1.1666666666666667
604870,1.5625
579931,1.1666666666666667
803150,2.0833333333333335
616875,1.1666666666666667
198625,1.5416666666666667
136637,1.875
485397,1.75
931622,0.875
432366,1.2916666666666667
795084,0.75
343247,0.4583333333333333
257506,1.4583333333333333
727428,0.9166666666666666
603082,0.75
234895,0.9166666666666666
342527,2.4583333333333335
276967,0.3333333333333333
536485,1.5833333333333333
886299,0.6666666666666666
368878,0.0
630396,2.0416666666666665
468220,1.75
391509,1.25
860809,2.0416666666666665
951719,1.7916666666666667
476652,1.75
520137,1.2916666666666667
866168,1.6666666666666667
336817,3.8181818181818183
161956,0.7916666666666666
651097,1.7916666666666667
834270,1.5416666666666667
442018,1.3333333333333333
223081,0.0
250380,1.0833333333333333
128615,0.0
225746,1.875
379281,0.6666666666666666
117782,1.9166666666666667
582097,0.0
116288,1.375
741244,0.4583333333333333
233017,1.0416666666666667
494062,1.375
959364,0.5833333333333334
209357,1.9166666666666667
719706,0.9583333333333334
918276,2.0833333333333335
785223,1.5
631369,0.0
456958,1.4583333333333333
178160,1.5
118379,1.125
109660,1.75
209850,0.4166666666666667
762272,1.125
919437,1.9583333333333333
683250,0.0
151967,0.5833333333333334
891218,0.0
713465,2.0
102740,0.20833333333333334
838553,0.2916666666666667
463971,1.7083333333333333
675616,1.7083333333333333
748586,0.375
735605,3.6363636363636362
947679,5.090909090909091
490824,1.25
597837,1.8333333333333333
141703,2.125
249982,2.0
486956,1.625
695755,0.0
164094,1.3333333333333333
716533,1.875
131815,1.875
564909,1.5416666666666667
812513,1.9583333333333333
714825,1.3333333333333333
733728,1.8333333333333333
146354,0.75
472702,0.4583333333333333
976004,0.375
295906,1.1458333333333333
121095,1.6666666666666667
490562,0.6666666666666666
989154,1.375
354176,0.20833333333333334
563188,1.5416666666666667
996238,2.2916666666666665
149782,2.125
128633,1.0833333333333333
422787,1.5416666666666667
740703,1.5416666666666667
415201,0.3333333333333333
969500,1.375
496820,1.3333333333333333
426124,1.2916666666666667
162456,1.9166666666666667
454718,1.2916666666666667
723186,1.5416666666666667
488303,1.0833333333333333
142906,1.7083333333333333
565242,0.625
554983,1.6666666666666667
889569,1.9166666666666667
326699,1.5833333333333333
301744,1.6666666666666667
530712,0.0
362471,1.625
250696,1.2083333333333333
394979,1.4166666666666667
377173,1.5
159351,1.4583333333333333
822653,0.0
825730,0.0
576057,0.20833333333333334
350486,0.0
789004,1.4583333333333333
181498,0.0
233991,0.9166666666666666
855026,2.0
489985,0.9166666666666666
213545,0.4583333333333333
842236,1.625
738473,1.3333333333333333
195131,0.0
664008,0.7916666666666666
950216,3.6363636363636362
656027,4.363636363636363
355515,2.0833333333333335
583718,1.2083333333333333
707699,2.0
481028,1.0833333333333333
355707,0.5833333333333334
783610,0.5
304528,0.0
981508,0.6666666666666666
262369,2.0
645265,1.3333333333333333
919823,1.5833333333333333
716393,1.875
911003,1.5833333333333333
987221,1.5833333333333333
891696,2.125
945133,1.5416666666666667
806598,1.8333333333333333
220131,7.2727272727272725
683791,1.75
235454,0.6666666666666666
577795,2.2083333333333335
534905,1.1666666666666667
440885,1.4166666666666667
568798,0.75
787899,0.0
659607,2.1666666666666665
762044,1.2916666666666667
892967,1.0416666666666667
116562,0.4583333333333333
216445,0.0
667041,2.0
526349,1.5416666666666667
850418,1.8333333333333333
199073,1.7083333333333333
548228,2.0416666666666665
262177,1.8333333333333333
164192,0.9166666666666666
177677,0.0
302056,1.75
494438,0.20833333333333334
246421,7.909090909090909
595323,1.5416666666666667
771880,0.125
614428,0.0
818886,0.0
722629,1.9166666666666667
733608,1.2916666666666667
789057,0.20833333333333334
513081,1.0
996745,1.875
717250,1.5833333333333333
151036,0.7916666666666666
644374,1.3333333333333333
425854,1.5416666666666667
223632,1.9166666666666667
319801,4.2727272727272725
557597,0.2916666666666667
148612,1.5
901049,0.625
956233,0.0
216661,3.8181818181818183
744528,1.7083333333333333
313602,2.125
740608,1.3333333333333333
544690,1.4166666666666667
404011,1.1666666666666667
395512,0.0
783363,0.6666666666666666
902040,1.8333333333333333
489443,0.0
750739,1.0833333333333333
120594,2.0833333333333335
264236,1.2916666666666667
986507,1.2916666666666667
565351,1.5833333333333333
200991,1.7083333333333333
146400,0.5833333333333334
263055,1.75
300964,1.4166666666666667
711565,1.0416666666666667
623537,1.625
375265,1.5833333333333333
482940,1.875
850123,0.625
430618,1.0416666666666667
539742,1.9166666666666667
191626,0.6666666666666666
932405,2.0416666666666665
241421,1.1666666666666667
532813,1.5416666666666667
815850,1.75
877595,1.375
146215,1.9583333333333333
464970,0.375
794523,1.2916666666666667
612955,1.25
842390,1.1666666666666667
166239,1.9166666666666667
449843,2.0
881628,0.5
677704,1.1666666666666667
161780,3.0
794620,0.375
292096,2.125
906836,1.375
427976,1.2083333333333333
821137,2.0
503257,1.1666666666666667
345608,1.5
336357,5.090909090909091
716362,1.75
468970,1.4583333333333333
267930,0.7083333333333334
555745,2.0833333333333335
101018,1.7083333333333333
387570,1.7083333333333333
348173,0.0
540316,1.5833333333333333
991419,0.625
835062,1.75
154173,0.3333333333333333
316970,0.25
966059,2.125
604825,0.0
967462,1.4583333333333333
556755,0.0
709656,3.5454545454545454
482922,6.181818181818182
465692,1.125
933968,1.6666666666666667
383787,2.125
708230,1.3333333333333333
708373,1.75
433946,1.7083333333333333
204763,1.4166666666666667
896592,1.9583333333333333
515969,1.6666666666666667
945974,2.1666666666666665
594649,1.625
155820,1.875
470334,1.375
348835,1.875
491643,0.2916666666666667
502163,1.5
325901,0.5833333333333334
666933,2.2083333333333335
895267,1.8333333333333333
911906,1.625
187835,0.0
119731,1.75
189822,1.5416666666666667
608758,1.6666666666666667
842066,1.75
987482,1.1666666666666667
403282,1.1666666666666667
769731,1.1666666666666667
124761,1.7916666666666667
791132,1.9166666666666667
308214,1.7916666666666667
336143,1.75
936612,0.7916666666666666
441782,1.6666666666666667
669222,1.5416666666666667
579726,1.3333333333333333
390924,0.4166666666666667
906884,0.0
798832,1.25
733467,0.0
143422,2.125
857292,1.4166666666666667
291336,1.1666666666666667
240362,1.0833333333333333
695529,1.7083333333333333
990218,1.25
216937,0.0
182459,1.4583333333333333
581531,1.2083333333333333
682064,0.0
463882,1.375
408561,2.0
752688,1.4583333333333333
762485,1.75
442192,1.5
930489,1.1666666666666667
324125,1.5416666666666667
702746,1.4166666666666667
477598,1.375
231592,1.3333333333333333
270862,2.125
167491,0.0
938482,0.625
939289,0.125
470373,1.0
682533,0.0
433116,0.0
586076,2.909090909090909
887609,4.7272727272727275
621072,5.181818181818182
755014,2.0
397377,1.0833333333333333
161045,1.0416666666666667
349670,1.625
193781,1.9166666666666667
485280,1.0416666666666667
732113,1.1666666666666667
341302,1.125
279430,1.8333333333333333
607538,1.0
542182,1.4166666666666667
287212,0.7916666666666666
868568,1.5416666666666667
984115,1.1666666666666667
131721,1.6666666666666667
791678,1.375
382980,1.75
326028,0.375
243272,0.0
364264,1.5833333333333333
574726,2.0
907157,1.125
729518,1.2916666666666667
166705,1.7916666666666667
439068,0.125
931657,1.5416666666666667
599491,2.0
885274,2.375
130331,0.7291666666666666
365863,2.0
318595,0.6666666666666666
276947,3.8181818181818183
195960,2.0416666666666665
917870,1.0833333333333333
548126,2.0833333333333335
579710,1.2916666666666667
284866,2.125
117342,1.75
858228,0.375
101895,1.125
204484,1.7083333333333333
569769,0.7916666666666666
410347,1.7916666666666667
396998,1.0833333333333333
319766,0.0
773857,0.0
529415,1.75
786966,0.4166666666666667
462701,1.4583333333333333
702478,1.875
173548,2.1666666666666665
973112,1.5416666666666667
444371,1.5416666666666667
909845,1.0833333333333333
579015,1.0833333333333333
198456,0.0
182235,1.1666666666666667
634392,0.8333333333333334
674372,0.20833333333333334
505790,1.375
512169,0.0
952959,2.0416666666666665
919285,1.7083333333333333
784787,0.0
946645,0.08333333333333333
615459,4.7272727272727275
273984,2.125
240963,3.909090909090909
441419,0.375
162489,1.4166666666666667
576074,1.4583333333333333
514523,0.3333333333333333
284442,1.1666666666666667
194482,1.2083333333333333
225087,2.2083333333333335
311952,0.5833333333333334
760835,1.625
816705,1.9583333333333333
321027,1.5416666666666667
757041,1.0
992268,1.25
214639,1.9166666666666667
170321,1.2916666666666667
794286,1.6666666666666667
799510,0.8333333333333334
965674,1.7083333333333333
941109,1.3333333333333333
253046,1.6666666666666667
209058,0.9583333333333334
824414,1.0416666666666667
587633,1.0416666666666667
526374,1.6666666666666667
495773,1.875
732213,1.6666666666666667
300945,1.625
967233,0.0
972732,2.4583333333333335
726065,1.875
706918,1.5833333333333333
302158,1.9166666666666667
290250,1.6363636363636365
859821,1.6666666666666667
619826,1.5
487195,1.5416666666666667
153953,1.0416666666666667
105193,0.125
466795,1.0
933259,1.0833333333333333
999120,1.625
531052,1.375
159751,1.75
335755,0.875
329214,1.7916666666666667
489956,1.2083333333333333
938719,0.041666666666666664
701485,1.75
714536,2.0
526344,0.9583333333333334
168385,1.3333333333333333
913809,0.0
852006,2.1666666666666665
707470,1.375
913233,1.4583333333333333
124931,0.0
695385,0.0
841770,0.20833333333333334
802974,0.0
515634,5.181818181818182
348740,1.8333333333333333
413185,1.5416666666666667
449046,1.7916666666666667
559879,0.9166666666666666
736109,1.9583333333333333
740105,1.4166666666666667
698180,0.5416666666666666
595235,1.6666666666666667
894691,0.8333333333333334
479509,0.625
687639,1.4166666666666667
606004,0.6666666666666666
687412,1.5833333333333333
645508,1.7916666666666667
114983,1.125
577726,1.2916666666666667
413052,1.0416666666666667
551429,1.2916666666666667
779085,2.1666666666666665
328576,2.125
518561,0.9166666666666666
347982,4.454545454545454
148234,1.4166666666666667
353614,0.0
308591,1.8333333333333333
296690,1.5
855400,1.6666666666666667
811619,1.625
571970,1.125
724272,1.625
492159,1.5833333333333333
247680,1.0416666666666667
799781,1.75
625945,1.5416666666666667
351461,4.181818181818182
535413,0.625
657748,1.4166666666666667
531286,1.3333333333333333
127311,1.2916666666666667
740603,1.125
752663,1.2083333333333333
820341,1.2916666666666667
552936,0.375
412902,2.0833333333333335
777561,1.9166666666666667
279883,0.0
738005,2.0833333333333335
727363,0.0
982542,0.5416666666666666
649680,0.9166666666666666
122946,1.1666666666666667
916000,1.625
417082,1.75
609730,1.5416666666666667
515645,1.5
681270,2.0416666666666665
168160,5.181818181818182
323776,0.4166666666666667
795155,0.0
603005,2.3636363636363638
471015,7.454545454545454
817041,0.0
154868,5.818181818181818
888131,0.7083333333333334
598705,1.8333333333333333
557500,1.7916666666666667
452873,1.4166666666666667
241675,2.1666666666666665
247471,1.625
950393,1.375
781227,0.4583333333333333
571992,1.5
248265,1.625
685533,1.4166666666666667
275306,1.8333333333333333
247721,1.5
486359,1.7083333333333333
131047,2.5416666666666665
882025,1.7083333333333333
969586,2.125
393853,2.0416666666666665
482796,0.0
728818,1.0833333333333333
134273,1.75
931238,0.0
108625,1.9166666666666667
269632,1.4583333333333333
136106,1.9166666666666667
863019,1.8333333333333333
641827,0.0
688902,0.0
224740,2.5833333333333335
522866,1.3333333333333333
551833,1.2916666666666667
817822,1.5833333333333333
227804,0.9583333333333334
713094,2.1666666666666665
842793,1.25
905634,1.375
925978,1.375
667615,0.9583333333333334
277826,0.0
913866,1.5416666666666667
132296,1.0416666666666667
413305,0.0
696732,0.08333333333333333
294172,6.818181818181818
990933,1.7083333333333333
649972,0.625
461354,3.4545454545454546
503832,3.6363636363636362
939683,1.9583333333333333
414305,2.125
310983,2.0
377289,1.9166666666666667
819765,2.5
551946,1.8333333333333333
928294,1.6666666666666667
977523,1.8333333333333333
735790,2.0416666666666665
602222,1.0
184959,1.2916666666666667
612311,1.4583333333333333
185531,0.3333333333333333
138894,2.0833333333333335
369739,2.1666666666666665
306402,1.4166666666666667
913060,1.4583333333333333
623222,1.375
618731,1.5416666666666667
438299,0.9583333333333334
788460,1.2083333333333333
568594,0.875
327910,1.75
863122,0.9166666666666666
906346,1.9166666666666667
928644,1.75
436266,0.7083333333333334
562084,2.3333333333333335
441623,1.2083333333333333
257575,1.0
154644,1.7916666666666667
252082,1.625
208375,0.5833333333333334
159856,1.625
155118,1.4583333333333333
834799,1.25
607489,1.3333333333333333
646756,0.0
720079,1.1666666666666667
735770,1.5416666666666667
210498,1.75
837932,1.875
591854,0.7916666666666666
137850,1.75
184735,1.9583333333333333
237586,1.0
462078,0.0
403185,1.4583333333333333
926058,0.20833333333333334
452459,0.9583333333333334
458773,0.0
977236,0.20833333333333334
358997,0.25
718454,0.08333333333333333
277788,1.5
901478,0.0
654225,0.75
713067,0.041666666666666664
480675,3.4545454545454546
133128,4.818181818181818
120868,1.5
482567,0.125
343425,0.375
561072,1.8333333333333333
564841,1.7916666666666667
719736,1.8333333333333333
955649,1.375
985115,0.5833333333333334
288491,1.2916666666666667
100644,1.2083333333333333
464137,1.7916666666666667
732009,1.4166666666666667
706185,0.0
628533,1.5
755759,1.125
856406,0.9583333333333334
753864,0.125
537613,1.8333333333333333
696096,1.5
740814,1.375
572768,0.25
336247,2.2083333333333335
671368,2.1666666666666665
580834,1.8333333333333333
316644,1.375
554487,1.2916666666666667
492165,1.4166666666666667
120206,0.0
853037,0.0
950914,1.5833333333333333
276806,5.636363636363637
723476,1.5833333333333333
617916,1.5416666666666667
831087,1.6666666666666667
705113,1.4583333333333333
202293,2.2083333333333335
948053,2.0
779106,1.5
110170,0.2916666666666667
203809,0.0
453494,1.0416666666666667
599394,0.5416666666666666
974114,1.9583333333333333
371422,1.25
919338,1.125
254361,1.75
432031,2.0
445746,1.5
384409,0.5833333333333334
495632,0.16666666666666666
311795,0.6666666666666666
270575,1.5833333333333333
699220,0.0
773397,1.625
872946,1.25
900977,0.0
194859,3.272727272727273
904370,0.20833333333333334
537132,1.4166666666666667
189197,2.0416666666666665
547764,0.0
656036,0.5
467175,2.0
345244,1.2083333333333333
110262,4.090909090909091
125969,1.9583333333333333
192543,1.9166666666666667
297684,5.545454545454546
910056,1.5416666666666667
208329,2.0416666666666665
952938,1.6666666666666667
212862,1.2916666666666667
202859,1.125
311619,1.2916666666666667
745938,0.0
407468,0.9166666666666666
423119,0.8333333333333334
854812,2.3333333333333335
306110,1.2083333333333333
632720,2.2083333333333335
144756,1.1666666666666667
233768,1.5416666666666667
621876,1.75
916020,1.25
866417,0.16666666666666666
266541,0.4166666666666667
965698,1.5416666666666667
122890,1.7083333333333333
550839,1.1666666666666667
675243,1.9583333333333333
221287,1.2083333333333333
173343,7.181818181818182
274803,3.6363636363636362
182519,1.4166666666666667
249833,0.5
342570,1.6666666666666667
603739,1.9583333333333333
745830,1.6666666666666667
513480,1.5416666666666667
276990,1.625
345765,2.125
663067,1.9166666666666667
772437,1.5833333333333333
754850,0.0
518305,1.875
440213,1.125
352337,1.2083333333333333
390719,0.0
337341,0.2916666666666667
254161,0.0
755582,0.0
959059,1.2916666666666667
637760,1.6666666666666667
823628,0.875
506252,0.9583333333333334
639584,0.0
651054,0.2916666666666667
383399,0.7083333333333334
142649,0.0
770568,2.272727272727273
525508,4.909090909090909
417507,1.375
237303,1.5
298671,1.5
419749,1.7916666666666667
358900,1.375
709415,1.6666666666666667
890543,1.5833333333333333
420481,1.3333333333333333
472787,1.75
349730,2.2916666666666665
441389,1.9583333333333333
210770,1.3333333333333333
622794,0.041666666666666664
262422,1.75
845435,1.375
146086,1.6666666666666667
544167,1.1666666666666667
156071,0.0
182782,1.4583333333333333
812417,1.3333333333333333
927026,1.3541666666666667
938873,1.4166666666666667
201683,1.75
807769,0.875
191638,1.7083333333333333
169665,1.4166666666666667
833704,1.1666666666666667
446991,1.6666666666666667
876755,1.125
977244,1.9583333333333333
792695,1.1666666666666667
771259,0.9583333333333334
922206,1.1666666666666667
362586,1.875
